 ,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
71,6.345,27.357,4.780,22.427,39.140,8.374,16.116,11.205,5.351,28.221
72,26.390,38.587,35.174,36.611,23.323,14.101,23.000,10.963,28.587,6.180
73,27.310,11.104,24.131,11.223,44.585,38.996,42.382,38.329,20.922,37.014
74,45.834,26.105,37.407,44.734,31.468,23.009,26.877,30.656,16.300,38.677
75,10.944,42.403,37.863,44.077,27.363,39.655,21.433,43.542,4.458,33.737
76,30.183,32.174,19.869,36.281,25.215,46.301,5.005,29.209,32.547,26.156
77,46.460,18.357,31.753,44.445,36.499,36.076,37.334,9.989,14.520,42.575
78,29.607,19.950,37.300,21.003,45.782,20.724,36.347,23.127,39.629,22.847
79,16.200,42.895,13.554,29.157,28.181,28.753,31.244,18.357,34.519,5.671
80,11.574,32.529,30.307,21.188,15.909,13.993,12.991,45.663,4.883,20.275
81,23.833,34.791,24.912,47.905,44.183,41.123,30.233,33.046,9.523,39.733
82,43.930,30.021,46.446,19.423,29.391,29.038,49.277,25.163,33.724,42.696
83,28.893,31.345,17.326,36.088,45.378,22.031,15.641,45.276,43.485,30.001
84,24.926,9.764,37.056,20.544,41.486,31.501,22.160,33.527,43.825,14.647
85,30.633,12.251,24.145,32.438,21.321,33.431,22.453,3.028,22.959,47.622
86,25.125,7.226,8.766,17.983,10.918,17.281,38.739,15.860,36.611,30.570
87,30.426,37.337,13.185,37.773,12.023,40.273,34.730,30.870,16.634,46.279
88,31.388,24.177,28.888,5.399,12.907,19.250,35.733,30.557,37.675,34.125
89,36.880,45.299,44.339,26.224,12.695,26.950,45.061,20.793,30.678,27.523
90,4.590,23.949,30.959,20.296,43.875,30.160,19.031,9.512,36.228,18.269
91,8.611,15.549,34.736,9.778,30.347,35.515,15.805,31.963,15.056,31.027
92,43.260,38.370,24.483,15.275,8.625,38.903,33.936,39.593,39.055,8.250
93,8.487,20.331,26.316,4.053,39.485,8.766,12.171,16.999,46.133,36.242
94,28.511,45.559,11.397,34.218,12.834,11.341,32.213,39.625,34.072,15.062
95,39.120,13.746,40.903,30.901,32.737,39.651,39.709,9.796,32.507,26.414
96,12.855,44.992,21.530,10.840,11.208,41.792,43.038,17.626,41.567,11.146
97,13.358,28.473,28.267,17.184,22.394,43.632,39.681,20.369,7.899,27.022
98,45.941,31.157,10.900,22.813,45.210,23.457,32.964,18.978,13.091,19.970
99,15.572,7.615,46.647,21.485,33.401,12.636,29.561,5.691,30.807,22.254
100,6.659,34.513,28.974,8.524,12.583,36.117,14.618,10.004,45.489,20.099
101,14.350,10.584,37.167,15.500,32.015,16.764,20.034,39.797,31.723,12.892
102,7.634,34.067,21.786,46.856,38.215,13.194,29.764,21.185,26.966,17.766
103,19.625,13.424,12.478,38.717,24.309,13.438,35.313,44.732,6.031,25.045
104,23.419,11.366,43.229,15.905,30.988,46.830,44.625,29.297,39.059,33.028
105,24.594,7.460,7.081,29.643,25.963,43.025,28.402,14.313,39.989,30.822
106,25.471,40.130,12.510,33.128,4.681,20.867,18.589,35.420,25.683,36.206
107,44.067,26.642,27.404,42.792,14.659,16.215,29.236,20.101,18.623,11.367
108,39.431,33.801,27.760,31.104,29.049,14.224,20.518,32.915,34.496,41.786
109,26.644,30.361,12.912,31.748,33.453,19.596,40.487,36.234,27.862,28.310
110,17.909,43.121,6.209,32.758,37.740,45.383,41.187,35.430,25.067,45.359
111,42.546,18.723,26.515,5.580,34.107,24.507,14.365,45.527,26.176,43.656
112,12.997,40.766,32.010,21.108,28.064,3.141,43.544,21.243,38.009,33.570
113,32.174,23.011,31.751,39.735,31.683,23.551,37.748,40.275,37.348,31.408
114,32.061,42.302,20.142,14.952,39.369,30.488,34.624,18.859,26.681,32.241
115,18.573,34.233,13.569,10.080,10.952,25.575,4.844,34.580,21.708,32.104
116,29.467,20.212,12.052,27.514,12.980,30.098,34.348,14.687,14.850,12.561
117,38.448,18.867,40.684,20.863,30.733,21.463,22.802,45.673,45.132,33.237
118,46.891,27.455,27.680,21.069,7.698,16.137,47.647,26.325,7.232,31.744
119,8.958,21.512,18.518,13.969,20.521,38.905,28.355,14.865,40.751,24.828
120,10.396,19.872,19.837,44.207,14.318,45.750,35.868,23.843,9.924,43.194
121,12.742,38.181,32.073,46.378,33.774,36.042,29.588,27.453,35.134,35.125
122,38.563,38.031,27.142,4.119,14.024,39.462,29.638,23.092,44.232,35.789
123,26.405,12.482,39.840,37.854,28.712,21.786,26.408,46.585,16.360,36.984
124,21.783,33.279,5.052,31.863,10.288,14.211,25.263,48.226,27.568,31.420
125,46.401,35.795,13.640,14.445,26.788,14.676,7.307,25.862,33.854,7.736
126,11.278,22.832,35.916,26.528,23.941,40.754,37.218,44.213,31.113,21.261
127,19.418,39.829,21.932,12.847,29.487,40.782,38.180,18.835,8.667,15.925
128,34.464,39.822,41.345,10.979,4.606,21.468,36.526,44.151,21.447,38.918
129,38.151,21.531,28.816,25.012,39.411,40.864,41.077,35.443,39.100,37.182
130,43.816,39.540,33.576,40.881,31.067,36.597,10.458,17.004,25.873,17.338
131,41.004,35.453,43.982,16.116,29.987,33.607,8.194,15.363,32.318,6.992
132,35.258,24.511,11.628,29.948,10.836,42.854,13.381,16.208,33.373,34.151
133,10.529,31.442,32.358,23.813,8.425,19.305,6.742,30.042,14.653,30.725
134,30.818,22.656,28.971,9.353,34.156,35.230,8.960,23.168,27.012,46.208
135,35.412,10.845,7.521,15.057,38.297,8.216,25.733,8.235,34.087,10.561
136,28.960,35.674,43.271,33.465,36.395,13.832,40.157,41.840,23.601,3.610
137,18.169,40.476,34.994,5.188,41.623,41.125,9.173,12.774,30.072,26.507
138,45.005,31.811,45.359,20.886,18.991,48.583,8.240,21.596,9.838,25.395
139,19.835,14.130,23.020,11.424,40.682,24.847,3.431,28.846,8.523,35.925
140,12.080,37.006,4.344,24.626,30.192,37.670,25.713,32.417,31.537,34.929
141,34.858,36.665,31.945,37.241,12.592,33.540,24.157,31.225,6.301,21.465
142,25.782,33.140,3.778,30.438,12.410,21.759,23.864,43.851,40.691,31.662
143,18.453,42.486,22.412,39.639,45.048,26.402,8.019,29.936,27.348,45.840
144,44.806,29.813,12.869,38.524,29.298,30.897,34.332,28.584,9.003,14.297
145,30.646,12.053,29.163,3.376,27.044,32.812,41.291,37.690,33.426,21.112
146,32.804,46.580,17.212,37.246,10.171,32.338,8.943,26.322,41.098,31.292
147,33.047,32.896,28.127,31.489,19.068,37.389,40.453,32.840,4.663,32.750
148,44.050,32.413,34.427,20.498,24.142,3.266,16.407,13.472,44.034,38.265
149,8.199,20.514,20.542,11.135,42.610,23.960,29.265,32.029,13.488,12.375
150,6.985,18.145,37.122,15.398,29.346,19.297,24.235,41.802,32.773,16.436
151,25.885,31.113,26.654,44.408,12.339,44.436,21.583,10.714,7.034,37.597
152,17.582,14.118,27.928,6.494,37.282,20.472,33.337,23.500,33.828,37.347
153,44.675,39.068,7.353,33.693,30.963,34.345,22.847,32.233,41.155,35.286
154,19.378,5.993,9.829,41.102,19.015,36.829,28.608,29.382,28.208,13.730
155,12.886,44.033,23.933,9.323,45.498,22.274,31.447,13.207,36.825,26.321
156,38.827,11.728,7.862,37.926,21.567,38.172,44.037,34.321,26.233,43.982
157,32.216,45.979,30.643,14.397,14.217,13.959,12.858,12.711,34.517,34.150
158,4.734,34.074,12.588,20.472,10.302,19.618,29.342,6.361,47.542,31.242
159,22.927,3.564,41.160,13.179,16.805,40.749,3.756,26.686,23.271,38.482
160,8.324,20.999,19.462,33.136,30.405,41.378,27.377,44.315,9.601,15.909
161,40.755,11.398,29.568,30.407,37.827,35.083,41.708,39.151,10.270,32.161
162,23.722,41.953,9.525,21.289,21.141,6.987,6.354,35.936,26.311,42.220
163,5.802,23.849,8.694,39.527,11.126,9.981,13.222,35.543,19.708,40.030
164,35.813,26.961,34.315,40.758,18.013,37.751,27.835,43.907,9.939,21.991
165,27.252,47.880,22.712,8.615,37.365,15.290,14.028,31.820,6.778,19.197
166,32.303,43.488,18.401,8.237,46.481,22.311,28.726,3.403,13.176,43.827
167,42.036,42.150,11.783,37.337,47.414,29.099,38.924,41.180,13.598,31.501
168,41.373,40.077,18.354,37.757,20.948,8.549,29.126,47.001,30.182,46.449
169,16.311,12.642,28.742,25.542,12.463,38.773,39.804,16.365,23.353,47.582
170,29.358,36.509,32.416,46.357,19.719,43.925,12.041,15.664,11.004,10.918
171,37.125,27.663,35.623,28.201,33.003,39.678,30.687,47.454,7.383,39.138
172,34.915,37.597,42.369,24.932,46.634,29.541,25.393,3.899,22.497,7.034
173,36.489,36.267,37.621,9.137,31.949,18.963,9.739,18.409,8.125,38.026
174,12.540,42.709,4.464,23.935,42.463,39.861,12.857,28.286,13.101,14.445
175,28.344,23.064,20.471,8.329,20.967,36.621,46.432,30.032,5.302,24.256
176,44.456,22.499,13.784,17.867,16.676,12.544,17.301,9.266,8.728,36.539
177,28.212,7.970,9.219,24.331,40.415,23.425,45.266,32.702,43.739,26.772
178,11.999,24.922,20.212,5.161,10.310,25.328,16.501,47.484,29.902,43.534
179,36.507,22.058,18.678,13.527,29.928,18.630,14.239,18.519,7.879,25.739
180,35.875,35.340,10.682,26.862,28.720,5.141,14.590,37.370,10.778,40.009
181,33.440,30.729,11.761,23.231,41.591,18.629,39.796,32.825,31.300,39.902
182,41.985,36.189,36.700,31.063,26.606,18.819,7.430,23.469,5.227,27.586
183,18.813,7.092,8.310,33.157,9.679,38.467,15.287,45.077,25.962,37.681
184,28.223,48.126,18.811,33.296,27.791,40.618,39.540,13.974,18.163,42.070
185,23.668,36.689,32.227,37.220,9.618,36.747,27.170,5.789,6.361,34.814
186,7.560,16.144,13.996,42.552,38.583,41.638,19.569,11.393,9.102,19.972
187,40.171,38.047,25.411,36.588,7.929,26.662,26.549,33.769,38.306,34.272
188,43.332,30.569,32.511,17.674,5.996,23.021,25.517,5.154,4.325,30.901
189,14.634,45.259,13.425,16.442,24.433,3.530,32.713,19.100,34.404,18.841
190,21.269,7.482,24.734,40.868,29.255,16.425,37.112,24.356,36.602,22.214
191,26.505,10.983,34.378,35.599,35.210,32.158,43.585,30.839,44.877,32.459
192,21.648,41.634,29.324,19.804,25.614,15.777,29.056,44.309,33.584,38.494
193,6.889,28.081,27.072,39.344,10.108,34.591,32.762,35.557,32.586,7.183
194,40.584,29.480,10.899,27.800,9.789,16.868,29.569,44.471,33.164,9.308
195,12.533,37.270,46.955,22.773,20.411,14.712,37.917,34.193,44.237,20.189
196,38.978,11.417,34.179,10.320,45.321,29.863,37.943,42.631,48.036,28.370
197,38.792,19.294,18.796,45.957,8.302,14.438,45.293,38.528,44.121,20.694
198,42.608,17.746,25.305,9.218,42.650,27.010,47.705,27.859,48.014,29.313
199,41.431,41.715,21.553,37.404,11.250,13.359,19.676,41.715,28.795,13.423
200,47.251,27.914,41.242,25.645,15.492,45.232,17.288,38.424,37.021,33.028
201,33.530,26.460,6.217,21.641,39.307,14.304,38.460,39.821,37.892,27.235
202,18.117,45.811,15.619,15.487,34.042,18.770,14.304,30.983,29.481,43.296
203,24.063,39.247,27.965,19.478,34.959,6.490,14.232,37.687,7.609,14.179
204,19.465,43.450,24.112,45.543,38.176,20.327,36.597,44.877,31.458,35.709
205,41.112,42.315,39.230,39.850,37.983,10.426,30.010,18.558,38.667,25.852
206,44.546,32.656,20.888,45.907,27.239,42.591,10.661,31.654,17.340,9.013
207,21.565,9.397,31.057,42.765,12.689,30.187,37.386,11.336,36.966,33.052
208,11.591,19.693,22.274,37.813,41.185,27.503,31.491,39.292,20.340,34.449
209,31.736,38.737,30.672,13.358,32.719,28.591,28.988,14.560,30.260,6.589
210,11.861,11.684,38.069,12.176,26.764,44.592,21.818,40.329,45.280,32.865
211,41.276,35.524,23.978,32.974,23.129,11.520,24.202,42.434,18.371,47.515
212,38.937,40.377,32.821,45.601,23.520,39.202,30.512,48.448,31.772,7.227
213,26.477,42.213,33.221,16.869,26.265,36.634,27.749,28.511,6.130,28.532
214,38.280,37.343,30.984,9.671,37.696,18.685,23.175,12.377,11.580,22.214
215,4.331,28.523,36.678,33.202,7.900,27.442,31.232,29.933,18.626,14.382
216,19.551,38.639,13.068,11.099,46.266,32.366,9.110,39.944,16.490,37.037
217,21.490,7.058,13.781,17.999,24.526,37.839,11.673,22.150,18.712,44.936
218,29.626,41.098,24.524,44.923,38.678,44.427,18.488,14.133,25.136,39.462
219,38.515,34.859,33.410,22.987,32.012,40.412,10.796,40.004,19.058,13.010
220,40.824,28.114,19.683,14.669,25.595,12.843,35.477,24.425,27.438,4.410
221,42.933,19.967,6.837,29.514,9.666,31.736,15.844,43.095,35.121,24.401
222,11.299,14.015,29.922,48.239,18.838,45.198,22.402,11.910,9.996,17.873
223,8.514,21.326,10.235,11.163,35.817,11.786,29.380,14.731,38.357,17.513
224,12.620,13.861,25.338,41.053,25.607,40.515,39.226,40.139,26.867,34.325
225,45.753,29.675,44.837,21.293,20.884,40.308,30.607,35.938,30.600,27.766
226,5.596,28.221,32.860,37.874,16.651,40.992,21.725,11.413,37.888,35.232
227,37.834,44.139,29.752,38.796,18.282,9.390,25.142,46.744,16.863,13.567
228,22.760,46.551,36.958,32.822,23.592,6.146,44.557,15.731,33.773,8.997
229,6.589,28.273,12.930,29.218,30.495,7.986,32.933,40.497,45.828,33.804
230,13.320,38.009,45.298,25.404,9.055,32.185,13.568,18.367,41.247,18.568
231,40.143,28.861,9.076,20.009,37.120,19.741,48.566,26.200,29.772,43.303
232,13.045,19.778,27.851,5.460,30.903,24.122,31.962,4.442,25.334,40.084
233,12.899,44.664,26.291,16.364,43.150,17.165,37.469,29.815,34.327,4.950
234,4.950,28.145,37.378,37.431,39.882,26.346,19.446,12.179,30.959,39.500
235,13.833,30.930,30.618,31.745,9.519,18.619,16.369,39.082,10.111,38.814
236,45.464,21.710,21.419,39.825,41.529,18.932,28.196,22.468,38.143,16.506
237,26.246,15.664,41.384,16.173,34.374,26.086,5.947,30.307,46.856,34.508
238,38.721,25.787,37.169,34.577,38.945,32.127,26.052,14.079,40.515,28.679
239,22.302,7.746,43.504,22.755,42.575,14.975,23.429,35.730,11.087,33.559
240,25.307,31.978,10.894,13.565,42.260,25.821,35.162,8.955,32.077,42.124
241,31.295,29.777,8.067,16.468,37.416,6.694,20.435,5.015,31.613,25.225
242,47.817,29.448,36.285,28.224,24.877,48.669,42.669,37.072,39.024,30.739
243,9.561,23.819,20.825,47.792,33.845,46.918,12.973,17.276,24.952,31.829
244,33.104,24.952,11.103,39.549,4.954,32.549,23.574,5.546,12.384,24.327
245,41.345,27.082,41.063,14.953,36.153,41.261,48.919,25.599,22.085,41.993
246,19.642,42.777,6.009,35.071,36.201,22.918,20.283,41.793,29.390,26.193
247,9.968,33.272,32.593,42.597,3.781,30.072,42.031,30.957,30.289,8.333
248,27.494,45.540,12.273,42.388,38.895,8.410,28.352,9.152,20.885,13.461
249,10.257,37.887,29.681,47.173,33.653,9.827,26.283,7.232,41.805,34.924
250,10.292,30.108,39.634,34.862,25.241,39.499,12.762,11.639,4.586,27.954
251,16.471,15.509,8.240,39.570,45.855,22.012,16.655,11.110,33.878,8.438
252,27.051,15.247,23.022,4.044,23.085,8.478,38.776,37.989,16.152,36.836
253,14.596,30.099,41.690,15.117,37.962,41.839,9.782,13.261,23.509,32.502
254,21.078,37.185,9.990,15.987,10.677,19.477,45.174,30.744,45.946,20.699
255,19.235,37.178,39.656,19.987,25.909,40.853,7.109,23.280,39.164,18.911
256,34.705,19.467,28.263,31.906,44.229,35.990,13.816,41.963,31.763,38.960
257,32.957,36.792,9.017,22.269,17.363,46.806,34.554,8.117,29.280,18.594
258,26.420,43.370,25.081,13.881,38.171,37.103,13.798,42.050,9.558,33.035
259,36.018,32.221,19.384,8.104,7.608,36.984,19.613,48.268,29.530,46.944
260,48.210,22.850,5.142,21.574,22.257,38.925,7.164,17.199,42.269,39.708
261,10.970,22.910,10.316,23.789,30.094,33.024,16.021,14.302,37.632,34.559
262,41.482,34.375,8.518,18.442,20.158,41.328,19.713,11.502,17.496,42.283
263,32.346,43.842,27.510,47.893,26.518,17.680,32.087,47.193,43.786,25.461
264,39.953,23.179,22.481,41.377,34.988,9.763,39.526,17.813,38.669,11.357
265,22.941,44.757,10.267,19.897,34.007,38.084,27.234,19.679,21.459,40.860
266,34.271,34.334,20.128,14.878,42.577,33.213,15.776,34.437,19.770,43.996
267,37.032,20.420,42.141,32.195,46.992,26.069,9.930,27.883,19.754,43.206
268,21.982,46.605,24.241,42.403,30.902,16.862,21.370,8.616,26.796,41.764
269,22.545,34.440,11.045,30.243,16.387,46.240,5.350,32.536,32.136,27.403
270,26.267,30.713,4.240,23.525,40.446,37.771,47.321,25.033,26.484,5.967
271,46.004,29.548,4.839,28.779,37.436,37.866,28.358,31.414,37.110,11.285
272,37.783,43.150,40.369,33.479,27.182,6.270,11.617,34.729,10.542,42.785
273,39.590,14.852,29.924,44.619,7.915,18.995,38.548,37.365,20.920,43.373
274,18.484,15.105,10.210,37.135,37.236,17.438,33.465,11.130,30.739,15.181
275,31.154,7.431,41.615,35.987,10.054,22.224,17.253,37.738,15.888,38.977
276,23.332,3.116,42.598,17.785,48.438,28.004,11.846,24.867,3.689,27.996
277,10.173,43.493,37.716,23.086,37.405,45.314,19.463,14.948,35.456,34.679
278,28.871,8.696,14.049,46.291,41.392,38.303,32.298,27.469,39.987,11.166
279,27.579,7.352,29.692,41.234,43.211,37.701,39.773,26.176,13.471,9.049
280,25.419,10.208,31.482,22.092,29.161,29.625,24.188,15.278,35.635,12.195
281,30.414,16.338,11.247,9.972,36.536,6.067,23.129,43.521,17.344,37.059
282,25.046,37.599,9.174,31.754,21.487,10.368,42.169,19.649,33.506,8.351
283,4.594,24.445,20.676,8.429,24.330,12.425,7.822,24.262,11.515,43.012
284,28.642,3.916,20.232,12.630,21.597,48.293,45.143,31.850,42.525,17.619
285,26.266,11.567,25.459,12.642,32.640,18.244,23.132,32.853,46.692,33.698
286,12.635,40.960,34.284,20.923,40.136,34.813,45.023,28.225,22.472,31.949
287,13.666,45.537,30.884,11.746,25.696,44.779,8.452,37.484,44.167,35.269
288,34.918,29.331,24.260,3.239,39.548,34.315,30.556,23.484,10.878,42.786
289,43.645,38.821,13.517,44.055,20.795,41.638,11.477,11.529,32.285,36.867
290,41.196,15.969,39.927,24.896,43.396,22.897,9.774,34.733,14.822,37.449
291,16.700,47.392,43.140,38.616,27.963,43.040,13.333,17.182,7.808,29.489
292,24.411,31.189,16.895,8.306,29.146,39.400,46.732,34.681,5.756,19.755
293,41.093,35.971,7.701,17.391,3.101,29.016,26.591,44.977,36.169,13.382
294,37.875,14.444,30.765,35.676,6.718,21.701,35.551,11.229,44.142,25.953
295,9.498,41.825,15.729,38.853,23.111,45.344,10.826,44.379,4.299,25.319
296,13.592,30.566,26.674,43.346,12.433,10.159,24.010,47.432,28.887,28.377
297,39.016,37.100,33.634,28.072,13.894,30.667,43.318,15.691,39.177,8.921
298,35.849,9.430,9.377,40.721,18.321,37.162,28.451,16.102,12.714,28.432
299,37.031,36.633,16.372,40.963,44.516,27.639,44.509,22.115,31.362,24.374
300,23.381,37.930,41.939,39.872,38.045,15.689,28.976,4.457,34.386,46.452
301,37.399,21.801,36.640,15.575,30.591,39.208,42.397,17.648,31.770,21.069
302,7.799,21.981,33.386,23.425,22.417,36.281,32.952,32.881,34.898,23.979
303,14.587,14.666,38.448,18.325,15.058,38.941,11.187,40.374,27.004,15.035
304,23.764,43.464,20.778,8.388,31.868,3.766,20.595,32.779,23.385,39.792
305,32.862,5.177,26.034,3.371,20.320,35.737,41.340,38.164,40.875,37.708
306,31.553,15.795,45.681,17.712,29.716,9.940,19.724,33.708,35.354,7.406
307,37.704,20.430,44.659,22.289,39.305,13.988,30.605,8.105,20.345,12.217
308,42.977,34.952,36.018,14.947,6.364,36.561,13.315,39.779,33.818,14.579
309,35.973,42.719,29.696,22.966,34.187,30.710,43.994,29.714,23.236,46.281
310,21.186,4.454,11.759,36.489,36.912,24.910,20.001,9.395,24.557,48.640
311,12.585,37.457,21.963,4.903,9.901,23.773,40.349,29.270,5.764,25.314
312,7.838,38.730,20.355,11.513,20.720,34.612,29.923,21.820,35.992,23.123
313,14.436,12.351,31.658,39.665,31.940,37.027,25.829,48.568,10.716,22.248
314,46.470,18.708,23.445,11.346,22.106,9.759,10.853,29.064,40.928,17.784
315,45.235,36.590,32.783,32.634,47.905,28.312,36.586,9.511,20.336,40.930
316,33.855,31.568,28.796,11.596,18.788,47.795,16.125,35.443,21.282,38.548
317,17.881,12.859,30.463,38.118,32.038,34.538,41.060,34.990,24.579,33.819
318,31.551,22.659,26.493,41.154,48.494,24.207,13.155,36.166,30.709,10.983
319,41.325,25.951,35.186,28.700,17.201,39.279,13.117,30.857,14.733,14.932
320,26.321,41.231,40.632,14.451,12.726,10.495,22.639,39.957,39.813,40.827
321,21.058,13.051,44.422,31.049,44.578,35.054,41.258,38.917,31.468,6.340
322,21.930,11.781,35.148,33.708,10.394,41.783,36.281,6.646,42.819,21.354
323,27.302,41.713,33.391,43.286,24.687,30.624,5.561,25.446,17.043,11.924
324,44.931,28.648,8.268,31.173,44.443,27.156,24.584,32.463,35.368,34.320
325,39.354,12.596,47.459,21.367,10.759,40.955,9.935,41.686,10.569,11.240
326,41.457,38.379,25.265,36.123,26.599,39.712,6.193,37.120,6.182,28.462
327,47.022,27.931,28.392,29.794,35.355,10.416,44.786,40.636,30.257,7.863
328,15.095,17.556,19.662,38.325,22.532,6.746,32.525,16.689,22.067,7.827
329,8.711,41.186,22.936,39.882,35.272,44.252,36.003,40.190,29.099,39.461
330,10.475,40.940,13.630,32.600,43.117,18.479,35.282,23.545,43.920,16.354
331,30.781,7.612,10.979,9.893,39.316,23.024,36.680,26.531,19.079,43.427
